"average_stars","compliment_cool","compliment_cute","compliment_funny","compliment_hot","compliment_list","compliment_more","compliment_note","compliment_photos","compliment_plain","compliment_profile","compliment_writer","cool","elite","fans","friends","funny","name","review_count","useful","user_id","yelping_since"
"4.03","39","0","39","23","2","10","27","1","35","0","26","367","[2012,2011,2010]","13","[""Ytjon2aVUm09CMdfGJxZYg"",""dccateTjyakPfsWd5U0wsQ"",""ns4BbYwSwX1cdY7z2uU65A"",""EKrKM0K7a7gklwoepMrhPA"",""IpReaQYuXO_nB07xnkHuNw"",""Xxvz5g67eaCr3emnkY5M6w"",""f_99qFbcLJQgJ9Q5O60aRA"",""NfU0zDaTMEQ4-X9dbQWd9A"",""H_-K6erSJYtzg3ZEvOg3EQ"",""WL_U3MBUfTkeHL9lYxoleg"",""RWGJvGak18-mXGYQo5wFUA"",""e6CklzQiZfjUmSvx9IViYg"",""T76-jKiHe5Fz5qTjQQlWoA"",""1-xPzJk_ijBvY2J8Re1DIQ"",""UBwj1tS6cneSHyRhydxtSw"",""jO44Apni7iJZVVK4HQ60tA"",""PrwnAL82LL4Ewt_wJpHWCA"",""25QzG8_MT4zr4JiglZI8dQ"",""P44rMHIMlDNntn6vDaGi0g"",""An8Q0oLP_2juwErLw90L8A"",""UaQtsDLiDbwoAWT_dyza2A"",""_SEBcjCwgneOV1VV_vESfQ"",""FqSlXUQPOb5AjdVoJcfNNw"",""cJ-ujlCWP0i1UZXSH7F3gg"",""m___sasW8jFYDt3w0dcSZA"",""vJ5wrLnxSOPcR8a8jScGkQ"",""-kMn9KvDYmTMeroUf3nVfg"",""nOr3_aq60yivqgcso_iDMw"",""0OhcNToaDdLU0vS7uPkYNQ"",""qWTeFVdxXS-H5l41XA_Lxw"",""Kgxvv4DFWimTD3DlBhjbmw"",""_8ch-8X97NRtLwdtSd-XrQ"",""zISSIzkNWqBlPfZ_YvWD1A"",""i8hCMZN-0bHENsHZKHpC-g"",""EVNw-gf8gKuqnfb7OI3l4A"",""VOUnXOlll52vwQcJK1tm8A"",""zuQM01AUldHVO9jP4TGFWA"",""eSlOI3GhroEtcbaD_nFXJQ"",""nqA8zJXhEVWCMi_yC1Z8Dw"",""asoRCRyD7-VgvqqZmBi4Gg"",""o_8sVoYIFnoVun5YY_lAEg""]","182","Pamela","160","379","RSAHZjr2yPZHZ-HhrgCrXQ","2008-11-30"
"3.79","13","1","13","4","0","0","5","0","15","0","4","131","[2013,2017,2015,2012,2014,2016]","2","[""bLbSNkLggFnqwNNzzq-Ijw"",""qQecSd0lynfB4g-LPa9JCw"",""dusl6MaLSfYbE83_iVO2KQ"",""0o8HUzggoNKay9-ZMj3HqQ"",""CIZGlEw-Bp0rmkP8M6yQ9Q"",""cKJ0r01eF7E-tYp2FQOyRA"",""zU-Yhhq5p6kXeZH6Sr3OZQ"",""1maoJPTlgljLxbKFJb0qIg"",""tF_f0cZ7dydH3XB_1OHhNA"",""aD263WOD4RShoqgvVhcKqQ"",""PKEzKWv_FktMm2mGPjwd0Q"",""ZoELGLRucNH2WaPGpXmaPA"",""tYD-v5M_3mfKVe5-xesKmw"",""uPCA1BS0LxlTg68BTyEQpg"",""8msyzcHj92LGxqIf8LoOVw"",""3zxy3LVBV3ttxoYbY4rQ8A""]","158","Don","322","327","RiEo6fAuvM-3D6mTNtc9FQ","2011-09-26"
"3.55","1","0","1","0","0","0","3","1","3","0","3","0","[2017,2016]","5","[""kbJeRTki8F984KdOlibxzA"",""cRDQuBEgxaYQoSPHAiEgHQ"",""HbZlQwu3DRiRuATICc84MA"",""fxLuB8BFXINKen1uOomyUw"",""8z4sPZpzb9POTEaQ76vMpQ"",""O38E6KW3oiUD9VxHNziakg"",""m4M_D3p2NbWkGo5vv78htg"",""cEXj4ehgul6p64XA23oSzw"",""BDrHmZ9QPnRDhY7tpyDHuQ"",""Uqe97PzejrqTfm4cH-HeAg"",""_0X4tSvmeobE_XI5QSPlrA"",""u-VsuF1sYCyLTCIm1Wo4nA"",""9UFh3Ppozo26HXpNtYCUAQ"",""RB5ukj9ElLdXKWjmX_clnQ"",""LTCxnnAQGaGZPHZx4KbvGA"",""NhgU7RhuYYFmpkb1jlYJ6Q"",""8Ae52apMLbD3jhHcaQ_Zzw""]","0","Alexandra","65","6","JddUKeXfP0lhsxrEkoCBPQ","2015-05-01"
"3.59","41","1","41","24","0","8","12","1","34","13","17","83","[2014,2011,2013,2015,2009,2016,2012,2017,2008,2010]","51","[""wV4uhvJGok8nOR56Ex5mAg"",""87L_amkNITmdmLhuCgUZmA"",""WDpvs6U_TCx4799oxXcnag"",""RL2fV7JSCkRJyFUUz1qqsw"",""L5OCs5ri6Wrtpfru5IGuaQ"",""rJ5MQbmUTI5CCxUVD3HCmw"",""sys6XtOZVLDzwn3qistBKw"",""Tscr5pTIelnAYT4WDuGofA"",""Agbv8YDkOE7V_ZfJseLVOA"",""9akppeqi5dnaIqPyJ75aCw"",""uKxUtSvo1An9d1xbQOiidA"",""xxB5F6TJ4J1MlNufCdqz2Q"",""yvXEJcXRtffR2GuWULbRjg"",""5iqbNBvz9OXpAeWBuxZU_Q"",""YspKuEXxYxaS7bPmYfsr7Q"",""4ZfcCa4m5RWvO4EFzfYm1A"",""IfHo9BPvVpeuzY8lnJjN-A"",""9RTI7hIaNM4Qkz_9WqCDOA"",""C-4a9xguoYZsmxXipo4p1Q"",""jCfyi8mOBqMJrj_DZFalgg"",""jWHRrVajY221ejNw04OuLw"",""VXt9KWKNUMMNkkCzhHVr9Q"",""hizGc5W1tBHPghM5YKCAtg""]","91","Karen","532","54","n4315BNhxfgPrwHU7aJTjg","2007-11-21"
"3.91","20","1","20","20","0","0","12","13","17","2","13","16","[2017,2015,2016]","41","[""zvQ7B3KZuFOX7pYLsOxhpA"",""ObSXluQeEYiOP9l9muFlGQ"",""8drMKNHWavs2g6uf0pLtvg"",""LfKztiKBS2P2_QoNeilWeQ"",""37muZxUZDqPKUmCYg5931w"",""c8FOqDRhtL7q_YsQio6bog"",""I-FmdvI28N7OIIt4JZOgIg"",""-Ng6kNjzZee-hT-RZYg_Eg"",""_-oTR-yaPtsgm5OGFFzr_g"",""Bla4CIPFN8UTfdrVaZBYig"",""WD0pchQWVY5tBbPqRq4zjQ"",""rcU7ysY41qGppbw4pQgjqg"",""yPqxPFG1tOMO9A_C4DQj_A"",""kzRq4H_nSf4b3F_sdymWSw"",""Dz9SC3EWncE6LHKG82feWA"",""EzXDaJjdCwMtWdBJiRcC6Q"",""hx4_GngWpI4n5_wQx7tmfA"",""TKkmt6JG-r5soPmlCuLamA"",""u-rO_1IR1d4xibcYHA4zTg"",""uZbIzVlYLu8Etg8wUXyRlQ"",""yU6NK_18CmCtHB7OetPkoQ"",""4uJXindoZlYPawRRJp4LZQ"",""WG3w_73scm_JUWJ_3Lgn0Q"",""HyAAsCY79JtNBjjU7pn_dQ"",""I2qJvA0tbGdZJ3XrwzwfzA"",""9d8a4byZlIkCZ-TkmdQ2eg""]","16","Nancy","488","96","gbjJTvt9-vT9Fdpg00lnRg","2013-11-21"
"3.66","196","2","196","99","1","8","98","143","170","12","116","3301","[2014,2015,2017,2016]","56","[""8WRSfST4mNrDxni4AaU3iA"",""DO3TIDmqypuGlwKfpZqG6A"",""UyXqGEKod-veD6m6Hq0EDw"",""jhvreOViehq5zA4p2dgSVg"",""cUqU7UfSaamDg0L5TIJPRg"",""vX72EYVC9tff84HgGWPv_Q"",""Gv7Cmnkyv2v8kTMD8clMww"",""GMKoemATfrXg1deaXxt2jA"",""1Gb_t83qLA1126SlTovTWg"",""4m9NXICYBC5i9t4aTt-I6w"",""wSByVbwME4MzgkJaFyfvNg"",""rCWrxuRC8_pfagpchtHp6A"",""CIKD9oMj-qTZ3zDdgFW5_Q"",""ajvtJjaUcgukamiyCiwuYg"",""6KUA3-IfHoAhQ3FL2djQoQ"",""tekHDsd0fskYG3tqu4sHQw"",""V7uS5US4oTf-S9u36HJQCQ"",""8AwcaBJjiMpQ__FPxktwwQ"",""Zf7dQXA5vL6kIhNTXjUfqw"",""YfYas8wdkrrvbqXcBH9x9w"",""X2AiYF7z32_0Oitl4aYXwg"",""fp6wXrr5r3poOg6YhL4yvQ"",""vD2HML4pseH8-0HH3CrWzA"",""JgOcyMF1lTwSVCarSZrrrA"",""tJiWkQtxSmr4UdfEp-EYHA"",""6Ki3bAL0wx9ymbdJqbSWMA"",""WjsmRfQ_ruPazoZl_9AQcA"",""2otXDEiKDqUbox4BS6uK0g"",""wrsj5oMHsRzouMNuZlatbg"",""QgLwZ-MAnu0lBB8aVjb9pg"",""hAR2Znsh-_hpaS4PbV1yGQ"",""yu3vMi8XbG3w7iVWStdCTA"",""o9cHwoFocl2YCsg9mg7MCw"",""MWKGiMZIe2ZjDe8VgGkWwQ"",""kPgNVSxXnhkyWBkqTcW45g"",""4wp4XI9AxKNqJima-xahlg"",""5mAtWfXaPoy9xNQ2n7GNig"",""hg71CGHy9bwpgY8cGVVg4w"",""1l_O3VEl9TV_JjKAzzyz0Q"",""z_ueJdSU51z4RTU9Fg5Ikg"",""xSiaSnRfXBVZstO9LBNRaA""]","337","Arlene","660","992","fmzIm7RxEdii5Jz44PtO7g","2013-02-28"
"4.62","6","0","6","3","0","0","2","0","8","0","0","6","[]","1","[""dqdNK2L3in5RvzBka9zezQ"",""DY2VTTOtSxq0tdxiCbDMqA"",""m7nAGNXl3eqMRE5R4vzu2Q"",""kNOHi96uhGQuegbkbHMxKA"",""a48HhwcmjFLApZhiax41IA"",""Fev4P6_1edC-L1OvabYNoQ"",""5nhXd5mtVCQ0Qm-27Ug8-Q"",""VZfIzNPiO_5eNkGNFSNZDw"",""OonevgXfPLqqio2dzLwE2w"",""kmSbZnmzEz5I-o4MmqLjTw"",""vEtqpLvqoUsBlvabytimtA"",""opg5Cl7qTQhB-GDKvrmzyg"",""5wLfcAChErk8nlatCfyw2g"",""rt3PC7WCgCKsoufmQJELfw"",""Tf7APfEzH-UBw3r3p5JF7A"",""F_AhT_7m6OG67SZVzLPsbQ"",""tYvucOdEUSQv7KPgPhP4qg"",""qewG3X2O4X6JKskxyyqFwQ"",""R6eX08IXP4Vsw2Tbee3aGA"",""TIWEFxfgy_KlYwmzChVTKw"",""AkVcS96J-XkHmJhWXb8N6g"",""s7S8Y2aVCm2jYTWGrL22Ew"",""IuwtrgWvNoAAB2VNHmmgCw"",""jJyCZ8VtE-BOCi7xLnPCdQ"",""RxeySjYAm9RY0CbSqj0N6Q"",""3hjRqQPXejPJLlSVJdqoWA"",""hv_M1Kf1EPWDBB1bgnzu6Q"",""AGj52jLTAkx0_WnLwckjKQ"",""6kvGowEk1AvUUwWHLkJyNg"",""hMY1xmGs-S02skd546uRRg"",""DdsK7jQ_xqlMi_C-X1i6WA"",""xdRfccm2Ss-UnBaAm7vFUA"",""2Ty88xoc5tPwHsqO-4wDbA"",""YwaKGmRNnSa3R3N4Hf9jLw"",""UHAgBv0UfbFMT4s_Ek-r7w"",""uZCy7wuptQo3arWvhpqZAA"",""JC_qCMjLwddRr0hQierZAg"",""grnf2AzAc9E5e2tjtjJhvQ"",""mcaaxE101zOpLl2phvaPmQ"",""rsmGwZ6MhctENKxxYwk4sg"",""G6hSIQEU9JmTUHQXl4w1vA""]","7","Cherie","37","13","I6amR7obmvnJWT-D-J6u7A","2011-04-26"
"3.46","14","1","14","8","6","5","11","3","6","1","5","0","[2014,2017,2016,2015,2012,2013]","20","[""QxObX125jzv5IWZfVUm0SA"",""kV1VjYYTNaq8oHje3HXMzQ"",""Xxvz5g67eaCr3emnkY5M6w"",""8_xFFfi8iFsQB_Dw6A5ALA"",""3QnoTcrxuafMCoTzW_AH7A"",""7SUXr3dr1hnclTNoph-QjA"",""YttDgOC9AlM4HcAlDsbB2A"",""q-v8elVPvKz0KvK69QSj1Q"",""LB_dvaFy7Iv8RdLv4POYPQ"",""YcmtCs2XKvWU0dv1L4tenw"",""zewByQlJwmkrMWv1r_DX8w"",""kd04Y_VyQzuEhKyvhCsPXQ"",""hpw7UrWf51aaWKbaGGJ2hA""]","0","Anita","561","0","RYjt1X8Plwayx0cf6aLobA","2010-04-27"
"3.77","13","1","13","4","0","1","11","1","23","0","10","27","[2015,2016,2013,2017,2014]","13","[""zvQ7B3KZuFOX7pYLsOxhpA"",""ObSXluQeEYiOP9l9muFlGQ"",""DTEa4cIRdr6T4jaIw1xubg"",""-Rd_TiPmSCrmGQVBlhqeag"",""Tzdu8NMT7Sv87HLkpHl1LA"",""o5STsEtfvD1Ig0J7Z-1uxA"",""PhUqhfyk3jdaS0Xb619RJQ"",""3mNz5nQFTIBQm0oU5mBR0w"",""iUgpfDyNhw6aT2ly2dBjdQ"",""4wqKW7A9-7TfEzGClFT3_g"",""fOut10lknIp64tm3z6UTNg"",""NcxUCU6WMLw1anFK7ey0Lw"",""9u8D55VqYWZWdgTO0FxuYA"",""_xzu_cuxhcbbfx6ASYev_g"",""CvuuFNXA6ykfZSM7fdU_fQ"",""UVVn8JcvIZ5fX5tE6Ne4Tw"",""Rqyopl4UX2Yuksn97yR2PQ"",""N4Q2Pub0zBT6FHyMkj6zSQ"",""2agcfynFfeeb3s0P60lwig"",""6ZC-0LfOAGwaFc5XPke74w"",""ttauTXuRemnMf1SDhMgQZQ"",""QynN93ho1B_1ggZpO6A6hA"",""agYoN0HOl6KBkAkIZaJmFg"",""kzRq4H_nSf4b3F_sdymWSw"",""4x3x0oGs9gcHCoQpqoI9hw"",""gtJsj5RpF4dfE7uPVDRfDQ"",""ODsM6-_BvHt6-cqNylJn7g"",""kPgNVSxXnhkyWBkqTcW45g"",""qZ3sJPn5NqSVFMLYGAJH_A"",""d7D4dYzF6THtOx9imf-wPw"",""K77kpF2WOySi7d2oP-ivsg"",""MdGnY6eLxy82nEZhCc6rnQ""]","43","Vince","591","57","qLMT6tS074Opsaz4qkbjVg","2012-02-21"
"4.2","52","2","52","21","1","6","26","36","38","3","23","49","[2016,2015,2017]","162","[""zvQ7B3KZuFOX7pYLsOxhpA"",""Pd6DrfEMwvrvfuJx6v8IMg"",""txu_KwZOGYG6O3yYHjztbg"",""uERlyO-ASZag6XXouCrkhg"",""FhVs0PtuJHJYa1A7ZIfISA"",""lUPSEbFRd3jDOM5agGnjWQ"",""8XKSiMpMxgdwI3qjuqmXFg"",""RfqZhUKaKKRf_wkqWm1JsA"",""ghGiL52X6udHMxWgvKjRig"",""sOzeK0dE0BYx4Mc8dmoenQ"",""y3tBm6g3algQIxiZAkoqXA"",""nkpW1u-_jQra788RpdVzCA"",""H6wRKRGN7k13GgFvE_-P3A"",""SJuSiO27FTKi5qKrNDa8Lg"",""gBo7vDS0ak-rdXe50ya0HA"",""PhUqhfyk3jdaS0Xb619RJQ"",""z8wN6EQuw_JF-zTjcNgsLw"",""pxzs-Dy2hXTis-PuNCV37Q"",""4KLS-xnxNxy0xxf3dJuyfw"",""WPcEBAbrPZxvCGlvH9XLsQ"",""85fYcfzp5zJ63DV8HEB6Cw"",""dxzENIwnxH6wnc6zueYnVA"",""0SSbzu6NB7ybrnEQ2LSvqg"",""ciJzDUCYsALeZZcymafTpw"",""1y1T-gONnhnC68JlR6RNgA"",""ObKZ3m8W8nobuI6rH0tTQA"",""jckP4KS3DFeOnsFx8PF5yg"",""jl9c3cv0kxy62E8NL7pnzA"",""46-qsKjqR4vptCIYrHH1yw"",""k2UZbTTJ7rdrDhDyIJ5O1g"",""tQRquQ0TRMzs8B_I4AxxmQ"",""ZIqkcApOQh8QfiydYSiLaQ"",""RbMta8rXN3nBaKbloDWeng"",""cl2su8enL8_uDEhuGhjQWg"",""iUgpfDyNhw6aT2ly2dBjdQ"",""osQ4bMibJLmMPAtovvEkJw"",""HyAAsCY79JtNBjjU7pn_dQ"",""ZvLnp39sw1w3nwgUwNF7Vw"",""v9P7J6hWWtIblnylQ5UBfA"",""QhYJx2jQdPuSq3fGe3aGcA"",""LgFDWZTLi1w9OGi5BtKORg""]","61","Arnel","1787","505","Ryxj0u0AW3mRsRypdYli2A","2010-04-30"
"3.77","160","4","160","156","1","17","90","32","128","7","90","3268","[2013,2015,2017,2014,2016]","78","[""ACwN_B8nl4yJ4FlqCGR9yg"",""-50XWnmQGqBgEI-9ANvLlg"",""fyg8Dw7BQ8X3Wria7-tHcQ"",""dOFyIGbyfB69VB4pnoKqQA"",""LkD09fHaZQ64pHynsWnMpA"",""os-sDQoh-hCt2Lg76z6ZUA"",""omzK_8C8RdZoulHbC8t3Ug"",""r2R9t9_0Je8wP-wh4-xM3w"",""nRdfX_I0CaOq7lJunJMPpA"",""SoiacX2r2mvHqIh3GgRMUw"",""jEr99iuvhTgdKS8-NyMvaA"",""Rw1QE99aazERB_z3S8D8nA"",""D43OWyfzIQjL8feJpYh2SQ"",""nixQjPlfVhMEhrNkmp5FDw"",""wxQCLMnuVYbdtmQCc2ryZg"",""A1yK1QyPaahfwp38zqn2Bg"",""UYcmGbelzRa0Q6JqzLoguw"",""PhUqhfyk3jdaS0Xb619RJQ"",""OPJ0TW8tt5UanY2_YpCgIQ"",""Ksp1e9Dw0Jcog_ZBD3-45g"",""tBI1rbIioJ7o1_00OMXaCw"",""8DEyKVyplnOcSKx39vatbg"",""9wCf_htfipOl80iljteukg"",""hRzmJCPmV1_ggM5jSxq2bA"",""tH0uKD-vNwMoEc3Xk3Cbdg"",""Z0GA65zCMI4ska4iHRr8Bg"",""dnMu19Xsy9YOqCXhyqm6QQ"",""B8KT17nfCwsiBSKavRW0sg"",""AI5Kw9B2D0JRCISl765g6Q"",""y6To06jltp9_C0SHy48sSw"",""Mysv9xU__c3T-LqtTr5vqg"",""DT5JuPKzBEyJCN3EwZV9KQ"",""4zGUfXRDgbLktXsYf0sHjQ"",""uc9ITBuspRFkl-S3Bo90dg"",""A8TRpa--43-mbig73xfhrA"",""wFDewm6fvtVRZ0te5em63A"",""cQU8IWVEJYcklBJbW9CzdQ"",""owlUazXSDLaxlOV7z8181g"",""iS4NVHLQDt1IzmmMKqwy5A"",""GnrIfjY8iab3Bfo1zRkc_w"",""osQ4bMibJLmMPAtovvEkJw""]","2324","Cynthia","432","3002","9ks-80ZxeCZWNObzEbW4-Q","2012-09-21"
"3.68","72","7","72","50","8","8","20","5","47","4","48","177","[2015,2011,2013,2012,2009,2017,2014,2016,2010]","40","[""7qO5K6xaAalfEKCtmcQX7A"",""sdpIz4-s15T239CZ4Bd6Ag"",""9UaQnSBUgItgJy-yZKK_CA"",""bb4gtMm8djK0FO50V2SgmQ"",""bv5g9xdct8AW3AHQeyn7Lw"",""gvOuN8PAUJHOfbO03dOgUA"",""djxnI8Ux8ZYQJhiOQkrRhA"",""fculb8vYYR-85rYS-d10Xg"",""bEMKzWN_N2uyfqm0SQpofg"",""vJU7VP831iKtwdwdD49MWw"",""6urS-vMeMNMw1ogB577H7w"",""3z7E1Gg001_1YdZZYDnO2A"",""RrWpgjirADFUK9jGF_Uzmg"",""ACUVZ4SiN0gni7dzVDm9EQ"",""9-2DNzpdFfPpFzkdvGbd4Q"",""wtKdt9mbZ5w_7jcE0Lk9Mw"",""USZx-55MA2-lG2hBu6PWJA"",""bH0nO4UPQEy3gMrTWTkKJw"",""3sCaSNXceLSblMyH7rmNLg"",""d5WLqmTMvmL7-RmUDVKqqQ"",""RGbUjgx2_KkLYQv_KOfj8g"",""Dqb34bnL4dzwZvySx--qqQ"",""lJix8dFRFk4WvVpdRTyC0g"",""vRjVhl3ONG2GfWY4NXJZbQ"",""zU9_B8fdyFIRJvXfoFaUgw"",""PhUqhfyk3jdaS0Xb619RJQ"",""l-tDF960t9BakjyH34XfTA"",""CyZfB3H_JqCRPd8-FbTIeA"",""YRaiJjLk78XeUaeIKyZk7g"",""POm-VhI438lAH003e-FD5w"",""c7_xsZYNs-_G6IceEW2WoA"",""hE9FCBh0BPd2hEhTMNFp3A"",""a010w8zqtYr51YN1Fsh-wA"",""cErPZXVfT6ia0SVsE6AEzQ"",""QJI9OSEn6ujRCtrX06vs1w"",""b_hOVL43ocK8Shn91hdlHQ"",""P-xmfjALCPXhFNsR1ACeSw"",""C6h8OyGRm0atkXyC9I2Z4Q"",""YttDgOC9AlM4HcAlDsbB2A"",""sB8Ta-xnYmW8N6w6RgxwIg"",""ig5IJbIuq-gopoPIEUlm1w""]","245","Jessica","1096","1176","PgrCdD3iPgYzXxO8QsMnew","2009-02-14"
"4.08","10","0","10","9","1","2","6","16","11","0","10","32","[2015,2017,2016]","36","[""cUuMjzK7Tbvx5a6Svatdng"",""-FZBTkAZEXoP7CYvRV2ZwQ"",""HpuBO4V0rzQOV05Dt-6hfQ"",""GWs9J6lIUqrySTxl6uXO0A"",""amI_rxESh1EPIVvMnyV4kA"",""QIy3iLXjBUBqRzwd2lnWGQ"",""lMY8NBPyzlPbbu-KBYfD9A"",""Z8H2jOfwmeDOuU111hcUOQ"",""eHorxrf-kxeQpMKbdH9XZA"",""BzLUyHSJrl-lUVWw9rqlvQ"",""fRJpK_b0rrjpBgRZjvfvgA"",""rKDLq635fyrmVzg4Gxkafg"",""iB029G-QpK_VeH70KpwBvg"",""35PxPiKCmOBmRkH7_KJFMg"",""F_5_UNX-wrAFCXuAkBZRDw"",""Acu4Dc5IsZsuZcjXzLKZgA"",""hvZlL2KogIcBfYmmXS18CQ"",""sUrcjIRvp-9TyGbfoai5DQ"",""e34SFC9cscwS00mbsSyOBQ"",""_UCXH_CSWRAn65F0z5JBHA"",""IDVFG1pNSHIHoVuoLuZpcQ"",""SWSLkXIvHxd0lH9VO1ISeQ"",""W7ugM1NqQeB1Wj0DYE8TYw"",""5ECtmLzrurE0RcNpmTwXaA"",""NZOTHK7fVn_4L966mk25EQ""]","21","Alyssa","209","44","xo0Mz2XOJL_mgIfSXagLXg","2011-05-05"
"4.28","16","0","16","9","0","3","8","3","11","1","4","25","[]","11","[""u3U1iYcTJNztAWs_ikja3Q"",""7IP8KOkPNncenRib2QVsLA"",""o4tYl3Hz0oDfpNn4k02DCw"",""I2qJvA0tbGdZJ3XrwzwfzA"",""diuHyzMMzG3JV-bkxYqw4w"",""f_1bRw8RuK-zZAKuUMTqNw"",""k7DgPgVyCssJIKTKuPnWZg"",""trAgaopRYs3-yNpSdnAvTg"",""QdfFtp430K_-BP1GTPNnDg"",""wm97KC6G0resSDXTmNIMKw"",""bBRPy8zUvNc0NGbGmkjrZg"",""v2Hx9fnhS3zAWNzvWL20NA"",""-umEc5NsvZQCtGoVUAF4ig"",""WG0kTEJJNfT1egnunxpsvQ"",""Y6XH1iNsuuGAcO5nODI6rg"",""uKxUtSvo1An9d1xbQOiidA"",""IPcojwQ4qRnq30W_1V7uFw"",""7OOX5InHJ9fVDiJqX7WfNA"",""sDy8oKKAB2POcRRwtju-hw"",""HucGp4JkSaKC5pCHLimLvQ"",""OvR19daYCBiL4FnZOQzQsA"",""VMArq1o27BHgbSusyEbJKw"",""IgLJa72dH7s8ZeOAVil00g"",""8llWO2TBh0K0Aj5lCtFPRw"",""ZIOCmdFaMIF56FR-nWr_2A"",""Mt1PCNjd38nPFVIDgdJWzQ"",""m2b9VCEpRzkbc2UGAx0__Q""]","23","Natasha","130","79","y3m28vhOMRmA5hDb9J3KzQ","2011-03-26"
"3.45","991","42","991","460","33","34","341","253","662","55","250","967","[2010,2009,2011,2012]","94","[""KKlGiwN0g8p89eQkMyhvKg"",""nzsv-p1O8gCfP3XijfQrIw"",""DTEa4cIRdr6T4jaIw1xubg"",""A0j21z2Q1HGic7jW6e9h7A"",""IXdmrbRu0veA-OuaP0URwQ"",""PzspBUVXPlfz17ZwW65j8Q"",""rCx7tb3toOJUsvdOeqYY0g"",""nkN_do3fJ9xekchVC-v68A"",""_pBzBgtCTN9PNUPfgPDI8A"",""iqqMlAAnBRD5XeZPpIOnog"",""6pbATMd0sGeOJvAEt6znqw"",""F_WfNGoYHAHDQy2abIYoNg"",""nxWrhF_hyX0wwjrEkQX8uQ"",""o5STsEtfvD1Ig0J7Z-1uxA"",""WZA55fQAKAseGdqRjGQw_Q"",""_m3SyztWE_ji0wLxsL2Ycg"",""fmPko8NeSgKpb5YwhLJ_gg"",""6l7VXFVWb79Cv0vezDvq2Q"",""bzU8Cl6B9nqV1i5NReobvw"",""59WyVbDKkaWftg3u8DnjBQ"",""lxvVnNWEqR4bV5ZGuQiRkw"",""BsfZ3P6huGAVXG1TdZpQ6A"",""BgZwJBhVWKq1Urs4rKBdiA"",""CL7roRQM92y9QAY84iR3Ag"",""poE6Gps6YttiTIANbGZr6Q"",""akVV8m8TdYgTrHw1PTsoaA"",""X_14Pe-kpmR_QiU-SRJvgg"",""hulIBBzPsCaQDcoh_JgSBA"",""ZQkaeEO7emlU21q0KqEPBQ"",""WvntDWMQnaEV8agu3gcTug"",""E0x8ew2yWRHcVdEMPI7kkg"",""waN6iwcphiVEoCews4f4CA"",""yhJ1SVBSjC_R2viEh5AbUA"",""h4o8e_Xbca2kXQO_vzOqgg"",""fIvzTi_mk6yq7LTw8xiHSA"",""y6To06jltp9_C0SHy48sSw"",""yLW8OrR8Ns4X1oXJmkKYgg"",""bDbNA6qnScQa453kK7UeiQ"",""sxwVQcMZkiez3R_442GkAQ"",""D9patliQtlm646P_fyiCaw"",""TzsDxJVRxUdstJfGE8CDaw""]","902","Dru","834","906","KFZISl5mOUJ6bu3qCUrO-g","2008-02-06"
"3.64","7","0","7","2","0","2","12","1","4","0","8","10","[2016,2017]","9","[""QqpN3nDd8K-W52yzk_01pw"",""dxOgXxzY8h3Qx7f1JFZkNQ"",""uERlyO-ASZag6XXouCrkhg"",""nixQjPlfVhMEhrNkmp5FDw"",""A5A34ixb-yy6nwL42iZsnw"",""wzuxPP-d18Mu_IooKVZy-w"",""CC6LdK9TfWT144iWl7p-bw"",""WWWujmZ95y0a2RR5_kQ9sw"",""WAE06HmNbNs1E-FGpmaMmQ"",""DIAaoXr5JN7fAYQGnctxTQ"",""154yADsdXX8RtSjkmA7qDQ"",""PvjhL1-v-H5fk4x4sN6j_g"",""4tkljrBD3bD5xLm9Lj-g2Q"",""UeJcOGpJzoX35cMbD-ko_g"",""f1XbbdfPcBz7JeF1RzMG_A"",""ZjKNo_fx42SxD7eijUlz5Q"",""pwBUydxjpG1H4Wtg7umyMQ"",""H-9MdqFPDJBTJU40CcQ2_w"",""vGi1Y7cGGVYME22JtiZM7A"",""rPRy7N3WCD3sVCrF60OOnA"",""HTTn15w4c5Yfp4YzrZqd3g"",""ae3qusoF3IwcQuL7QIx1dQ"",""ssgRnGGXxigWTEXM-n92lg"",""f862e9iLbq4YNOJ-gvEGZQ"",""0JOY3EZh_BfD_n3MvqWAEA"",""aD263WOD4RShoqgvVhcKqQ"",""tdgjlQzKwv1rTO_IcpQq_g"",""hnhTHPE9_6OQrEZocNw4gQ"",""yXqD9UU_RvU4jfP1UmKW9Q"",""MBdTjitcWWOLFw8ymzgLmA"",""IuwtrgWvNoAAB2VNHmmgCw"",""hS9IuTA3jbz8mAMBZb1xzQ"",""5WIJnQFfP0zbKJd4BYXVGQ"",""QdfFtp430K_-BP1GTPNnDg"",""bxynSu23gNk-n-thLHU6NA"",""JlwWHBFT76iSJe5mWIcZ4A"",""XIqU5ZETUxALemsHGPQOrg"",""R6oSn1jeP0xuGlhk1ZPmgw"",""i_DR3vdE73nVm2GlMbGpGA"",""zgV0ZroIF956gw4cul8MHA"",""ftpqr9nOi1KwFtC6T_T3Eg""]","7","Jody","170","39","zW3PaTqR8fN-mnoYWk6Ymg","2012-08-24"
